Name,Location,Cuisines,PriceRange,Ratings
Muradabadi Chicken Biryani & Dhaba,Mayur Vihar Phase 1,North Indian,1,Not rated
Pakiza Restaurant,Mayur Vihar Phase 1,"North Indian, Mughlai",2,Not rated
Riddhi Siddhi Restaurant,Mayur Vihar Phase 1,"North Indian, Fast Food",1,Not rated
Rockers & Shockers,Mayur Vihar Phase 1,"North Indian, Mughlai, Chinese",2,Not rated
Saikutir Food,Mayur Vihar Phase 1,"North Indian, South Indian, Chinese",1,Not rated
Satnaam Foods,Mayur Vihar Phase 1,North Indian,1,Not rated
Senorita's,Mayur Vihar Phase 1,Mexican,1,Not rated
Shri Bala Ji Rasoi,Mayur Vihar Phase 1,North Indian,1,Not rated
South Indian,Mayur Vihar Phase 1,South Indian,1,Not rated
Tip Top Eating Corner,Mayur Vihar Phase 1,North Indian,1,Not rated
ToLoveFromLove,Mayur Vihar Phase 1,"Bakery, Desserts",1,Not rated
Tripti Foods,Mayur Vihar Phase 1,South Indian,1,Not rated
U Like,Mayur Vihar Phase 1,Bakery,1,Not rated
Zayka chicken restaurant,Mayur Vihar Phase 1,"North Indian, Biryani",1,Not rated
Cafe Coffee Day,Mayur Vihar Phase 1,Cafe,1,Poor
Food Fantasy,Mayur Vihar Phase 1,"North Indian, Chinese, Fast Food",2,Poor
Just Chinese,Mayur Vihar Phase 1,Chinese,1,Poor
Agarwal Bikaneri Sweets,Mayur Vihar Phase 2,"Mithai, Street Food",1,Average
Bikaner Sweets,Mayur Vihar Phase 2,Mithai,1,Average
Breadz,Mayur Vihar Phase 2,"Bakery, Fast Food",1,Average
Desi Jugaad,Mayur Vihar Phase 2,"North Indian, Chinese",1,Average
Food Trax,Mayur Vihar Phase 2,Chinese,1,Average
Hub Tub,Mayur Vihar Phase 2,"Chinese, Fast Food",1,Average
Malabar Foods,Mayur Vihar Phase 2,"North Indian, Fast Food",2,Average
Mitra Di Chaap,Mayur Vihar Phase 2,"Street Food, Fast Food",1,Average
New Hyderabadi Biryani House,Mayur Vihar Phase 2,"North Indian, Biryani",2,Average
New Madras Cafe,Mayur Vihar Phase 2,South Indian,1,Average
Roll Club,Mayur Vihar Phase 2,Fast Food,1,Average
Sanju Cool & Hot Hut,Mayur Vihar Phase 2,"North Indian, Street Food",1,Average
Sethi's Kabab & Curries,Mayur Vihar Phase 2,North Indian,2,Average
South Indian Fast Food,Mayur Vihar Phase 2,South Indian,1,Average
Sweets and Spices,Mayur Vihar Phase 2,"North Indian, Chinese, South Indian, Fast Food",1,Average
Urban Degchi Kitchen & Bar,Mayur Vihar Phase 2,"North Indian, Chinese",3,Average
Wah Ji Wah,Mayur Vihar Phase 2,"North Indian, Fast Food",1,Average
Zaiqa Kathi Roll & Momos,Mayur Vihar Phase 2,Street Food,1,Average
Duggal Snacks,Mayur Vihar Phase 2,Street Food,1,Good
Granny's Flavour,Mayur Vihar Phase 2,Street Food,1,Good
Moustache Coffee,Mayur Vihar Phase 2,Cafe,1,Good
Pradeep Pav Bhaji,Mayur Vihar Phase 2,Street Food,1,Good
Sandwich Factory,Mayur Vihar Phase 2,Cafe,2,Good
Scorpio Cafe,Mayur Vihar Phase 2,"Chinese, Fast Food",1,Good
Veggie-Licious,Mayur Vihar Phase 2,"North Indian, Chinese, Continental, Fast Food",1,Good
Creamy Creation,Mayur Vihar Phase 2,Bakery,1,Not rated
Evergreen Food Corner,Mayur Vihar Phase 2,"Fast Food, Raw Meats",1,Not rated
K.D Corner,Mayur Vihar Phase 2,North Indian,1,Not rated
Slice Of Italy,Mayur Vihar Phase 2,"Italian, Pizza, Bakery",2,Poor
Anokha Chinese Hut,Mayur Vihar Phase 3,"North Indian, Chinese",2,Average
Bobby Dhaba & Caterers,Mayur Vihar Phase 3,"North Indian, Mughlai",1,Average
Clever Fox Cafe,Mayur Vihar Phase 3,"North Indian, Continental, Chinese",2,Average
Dana Pani,Mayur Vihar Phase 3,"North Indian, Chinese",1,Average
Hotel Malabar,Mayur Vihar Phase 3,Kerala,1,Average
Lumbini Fast Point,Mayur Vihar Phase 3,"Chinese, Fast Food",1,Average
Mayur Restaurant,Mayur Vihar Phase 3,"North Indian, South Indian, Chinese",1,Average
MOC - The American Restaurant,Mayur Vihar Phase 3,"American, Fast Food",1,Average
Muradabadi Chicken Biryani,Mayur Vihar Phase 3,North Indian,1,Average
New Aggarwal Sweet Corner,Mayur Vihar Phase 3,Mithai,1,Average
Pizza Castle,Mayur Vihar Phase 3,"Pizza, Fast Food",2,Average
Punjabi Dhaba,Mayur Vihar Phase 3,North Indian,1,Average
Qureshi Chicken Corner,Mayur Vihar Phase 3,North Indian,1,Average
Samarpan Fast Food,Mayur Vihar Phase 3,Chinese,1,Average
Shaan-E-Tandoorz,Mayur Vihar Phase 3,North Indian,1,Average
Sonu Sudh Bhojnalaya,Mayur Vihar Phase 3,North Indian,1,Average
The Test,Mayur Vihar Phase 3,North Indian,2,Average
True Blue,Mayur Vihar Phase 3,"Chinese, North Indian",2,Average
Zaika Kathi Rolls,Mayur Vihar Phase 3,Fast Food,1,Average
Baked Buns,Mayur Vihar Phase 3,Fast Food,2,Good
A One Muradabadi,Mayur Vihar Phase 3,North Indian,1,Not rated
Annapurna,Mayur Vihar Phase 3,North Indian,1,Not rated
Cake Walkers,Mayur Vihar Phase 3,Bakery,1,Not rated
Harish And Sonu Sudh Bhojnalya,Mayur Vihar Phase 3,North Indian,1,Not rated
Mitra Da Dhaba,Mayur Vihar Phase 3,"North Indian, Chinese",1,Not rated
Munchies Midnight Delivery,Mayur Vihar Phase 3,"Continental, Italian, Fast Food",1,Not rated
Muradabadi Chicken Corner,Mayur Vihar Phase 3,Mughlai,2,Not rated
Riyaz Chicken Corner,Mayur Vihar Phase 3,Biryani,1,Not rated
Romano's Pizza,Mayur Vihar Phase 3,Pizza,1,Not rated
Royal Spice,Mayur Vihar Phase 3,"Continental, North Indian, South Indian",2,Not rated
Sonu Bhojanalya,Mayur Vihar Phase 3,North Indian,1,Not rated
The Deshi Bites,Mayur Vihar Phase 3,North Indian,2,Not rated
Green Chick Chop,Mehrauli,"Raw Meats, North Indian, Fast Food",1,Average
Mahara Hotel,Mehrauli,"North Indian, South Indian",1,Average
Malik Vegetarian Rasoi,Mehrauli,North Indian,1,Average
Yash Aadi Food Corner,Mehrauli,"North Indian, Chinese",1,Average
#hashtag,Mehrauli,Cafe,2,Not rated
Al Zaika,Mehrauli,Mughlai,1,Not rated
Ashiyan Foods,Mehrauli,"North Indian, Chinese, Continental",2,Not rated
Bake My Day,Mehrauli,"Bakery, Desserts, Fast Food",1,Not rated
Bhutani Chaap,Mehrauli,"North Indian, Fast Food",1,Not rated
China Pan,Mehrauli,"Chinese, Fast Food",1,Not rated
Chinese Fast Food,Mehrauli,"Chinese, Fast Food",1,Not rated
Dilkhush Punjabi Dhaba,Mehrauli,North Indian,2,Not rated
Dragun Hut,Mehrauli,Chinese,1,Not rated
Giani's,Mehrauli,"Ice Cream, Desserts",1,Not rated
Kathi House,Mehrauli,Fast Food,1,Not rated
Kerala Kitchen & Restaurant,Mehrauli,South Indian,1,Not rated
Retro Kichen,Mehrauli,"Chinese, North Indian",1,Not rated
The China Town,Mehrauli,Chinese,1,Not rated
The Urban Dhaba,Mehrauli,North Indian,2,Not rated
Twenty Four Seven,Mehrauli,"Fast Food, North Indian",1,Not rated
McDonald's,"Metro Walk Mall, Rohini","Fast Food, Burger",2,Average
Moti Mahal Delux Tandoori Trail,"Metro Walk Mall, Rohini","North Indian, Mughlai, Chinese",3,Average
Pizza Hut,"Metro Walk Mall, Rohini","Italian, Pizza, Fast Food",3,Average
Dill's Chawla Chik-Inn,MG Road,"North Indian, Mughlai",2,Average
Tandoori Zaaika,MG Road,North Indian,2,Average
Aap Ki Khatir,MG Road,"Mughlai, North Indian",1,Not rated
Aggarwal Sweets,MG Road,"Mithai, South Indian, Street Food",1,Not rated
Baskin Robbins,MG Road,Ice Cream,1,Not rated
Bikaner Sweets,MG Road,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",1,Not rated
Bollywood Khana,MG Road,"North Indian, Fast Food",1,Not rated
Cake And Bakes,MG Road,Bakery,1,Not rated
Cake Point,MG Road,"Bakery, Desserts",2,Not rated
Chinese Corner,MG Road,Chinese,1,Not rated
Choudhary Dhaba,MG Road,North Indian,1,Not rated
Green Chick Chop,MG Road,"Raw Meats, North Indian, Fast Food",1,Not rated
Green Chick Chop,MG Road,"Raw Meats, North Indian, Fast Food",1,Not rated
Gujjar Dhaba,MG Road,"Mughlai, North Indian",1,Not rated
Hotel Aditi,MG Road,North Indian,1,Not rated
JMD Food Palace,MG Road,North Indian,2,Not rated
Kitchen Namaste,MG Road,"North Indian, Chinese",1,Not rated
Lajawab Chicken & Fish Fry,MG Road,Mughlai,1,Not rated
Lotus Kitchen,MG Road,North Indian,1,Not rated
Manami Japanese Restaurant,MG Road,Japanese,3,Not rated
Manna Sweets & Restaurant,MG Road,"Mithai, Bakery, North Indian",1,Not rated
Moets Curry Pot,MG Road,"North Indian, Chinese, Italian",3,Not rated
Mr. Sub,MG Road,Fast Food,1,Not rated
New Gaurav Dhaba,MG Road,North Indian,1,Not rated
Pandit Ji Ki Apni Rasoi,MG Road,North Indian,1,Not rated
Rajdhani Restaurant,MG Road,North Indian,1,Not rated
Saraswati Food Corner,MG Road,"Chinese, North Indian, South Indian",1,Not rated
Shri Balaji Bhojnalaya,MG Road,North Indian,1,Not rated
Swadist Bhojnalaya,MG Road,"Chinese, North Indian",1,Not rated
Swiss Gourmessa,MG Road,Bakery,2,Not rated
Truly Yours,MG Road,"North Indian, Street Food, Fast Food",1,Not rated
Uttrakhand Hotel,MG Road,North Indian,1,Not rated
Vandana Food Corner,MG Road,"Fast Food, North Indian, South Indian",1,Not rated
Zaika Biryani,MG Road,"Mughlai, North Indian",1,Not rated
Buzz,"MGF Metropolitan Mall, Saket","North Indian, Chinese, Italian, Finger Food",4,Average
Lighthouse 13,"MGF Metropolitan Mall, Saket","North Indian, European, Chinese",4,Average
Berco's,"MGF Metropolitan Mall, Saket","Chinese, Thai",3,Good
The Great Kabab Factory,"MGF Metropolitan Mall, Saket","North Indian, Mughlai",4,Good
The Tea Place by Manjushree,"MGF Metropolitan Mall, Saket","Cafe, Beverages",2,Very Good
Victoria,"MGM Club, Daryaganj","North Indian, Chinese",3,Average
Aces - The Card Room,"MGM Club, Daryaganj",Finger Food,4,Not rated
Curzon - The Royal Bar,"MGM Club, Daryaganj",Finger Food,3,Not rated
London Eye - The Open Lounge,"MGM Club, Daryaganj",Finger Food,4,Not rated
Lord's - The Sports Lounge,"MGM Club, Daryaganj",Finger Food,4,Not rated
Viceroy - The Coffee Shop,"MGM Club, Daryaganj",Cafe,3,Not rated
Munch Nation,Model Town 1,"Chinese, Fast Food",1,Good
"34, Chowringhee Lane",Model Town 2,Fast Food,1,Average
Any Time Food,Model Town 2,"Fast Food, Beverages",1,Average
Bikaner Sweet House,Model Town 2,Mithai,1,Average
Domino's Pizza,Model Town 2,"Pizza, Fast Food",2,Average
Giani,Model Town 2,"Ice Cream, Desserts",1,Average
Grand Plaza,Model Town 2,"North Indian, Chinese, Fast Food",2,Average
Great Wall,Model Town 2,"North Indian, Mughlai, Chinese",3,Average
Healthy Food Station,Model Town 2,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",1,Average
Hostess Tasty Bites,Model Town 2,Chinese,2,Average
Hot Pot,Model Town 2,Chinese,2,Average
Kabab Factory,Model Town 2,"North Indian, Mughlai, Chinese",2,Average
Keventers,Model Town 2,Beverages,1,Average
Krishna Sweet House,Model Town 2,"Mithai, South Indian",1,Average
Mitraz,Model Town 2,"North Indian, Chinese",2,Average
Nut Khut Chaats & Snacks,Model Town 2,"Fast Food, Street Food",1,Average
Subway,Model Town 2,"American, Fast Food, Salad, Healthy Food",2,Average
The Host,Model Town 2,Chinese,1,Average
Chacha Di Hatti,Model Town 2,Street Food,1,Good
Cocoberry,Model Town 2,Desserts,1,Good
Eating Corner,Model Town 2,"North Indian, Fast Food, Street Food",1,Good
El Posto,Model Town 2,Bakery,1,Good
McDonald's,Model Town 2,"Fast Food, Burger",2,Good
Pizza Station,Model Town 2,Pizza,1,Good
Puri Bakers,Model Town 2,"Bakery, Fast Food",1,Good
JAIL - Behind The Bar,Model Town 2,"North Indian, Chinese, Continental, Italian",3,Very Good
Curry Shurry,Model Town 3,"North Indian, Mughlai",2,Average
Frontier,Model Town 3,Bakery,1,Average
Hari Om Bhojnalaya,Model Town 3,North Indian,1,Average
Nirmal's,Model Town 3,Chinese,1,Average
Sardar A Pure Meat Shop,Model Town 3,"Raw Meats, Fast Food, North Indian",1,Average
The Dragon Hucks,Model Town 3,Chinese,2,Average
Green Chick Chop,Model Town 3,"Raw Meats, North Indian, Fast Food",1,Good
New Arjun Bombay Pav Bhaji,Model Town 3,Street Food,1,Good
Sweeter Delight,Model Town 3,Bakery,1,Not rated
Madaari,Model Town 3,"North Indian, Chinese, Continental, Italian",3,Very Good
Amritsari Express,"Moments Mall, Kirti Nagar",North Indian,1,Average
Barista,"Moments Mall, Kirti Nagar",Cafe,2,Average
Baskin Robbins,"Moments Mall, Kirti Nagar",Ice Cream,1,Average
Bikano's Chat Cafe,"Moments Mall, Kirti Nagar","Street Food, South Indian, Chinese",2,Average
Burger Singh,"Moments Mall, Kirti Nagar","Burger, Fast Food",2,Average
Cafe Grub,"Moments Mall, Kirti Nagar","Chinese, Fast Food",1,Average
Chicago Pizza,"Moments Mall, Kirti Nagar",Pizza,2,Average
Cocoberry,"Moments Mall, Kirti Nagar",Desserts,1,Average
Dosa Plaza,"Moments Mall, Kirti Nagar",South Indian,1,Average
Karim's,"Moments Mall, Kirti Nagar","North Indian, Mughlai",2,Average
Kebab Xpress,"Moments Mall, Kirti Nagar","North Indian, Mughlai",2,Average
Keventers,"Moments Mall, Kirti Nagar",Beverages,1,Average
KFC,"Moments Mall, Kirti Nagar","American, Fast Food",2,Average
Paranthas 21,"Moments Mall, Kirti Nagar","North Indian, Street Food",1,Average
Subway,"Moments Mall, Kirti Nagar","American, Fast Food, Salad, Healthy Food",2,Average
Wow! Momo,"Moments Mall, Kirti Nagar","Tibetan, Chinese",1,Average
Berco's,"Moments Mall, Kirti Nagar","Chinese, Thai",3,Good
Dunkin' Donuts,"Moments Mall, Kirti Nagar","Burger, Desserts, Fast Food",2,Good
Giani's,"Moments Mall, Kirti Nagar","Ice Cream, Desserts",1,Good
The Beer Cafe,"Moments Mall, Kirti Nagar","Finger Food, North Indian",3,Good
Basil Tree,"Moments Mall, Kirti Nagar","North Indian, Italian, Chinese",3,Poor
Chaayos,"Moments Mall, Kirti Nagar","Cafe, Tea",1,Very Good
QD's Restaurant,"Moments Mall, Kirti Nagar","Chinese, North Indian, Fast Food, Italian",2,Very Good
Ada e Handi Restaurant,Moti Bagh,"Mughlai, North Indian, Chinese",2,Average
Darjeeling Momos,Moti Bagh,"Chinese, Fast Food",1,Average
Ingredients,Moti Bagh,North Indian,2,Average
Al Quresh,Moti Bagh,"North Indian, Mughlai",2,Good
Angels in my Kitchen,Moti Bagh,"Bakery, Desserts, Fast Food",1,Good
Aapki Rasoi,Moti Nagar,North Indian,1,Average
Bats On Delivery,Moti Nagar,"North Indian, Fast Food",2,Average
Bimbo Cakes,Moti Nagar,Bakery,1,Average
Burger Bros,Moti Nagar,"Fast Food, Burger",1,Average
Chinese Food Corner,Moti Nagar,"Chinese, North Indian",2,Average
CL Snacks,Moti Nagar,Street Food,1,Average
Kapoor's Sanjha Chulha,Moti Nagar,"North Indian, Mughlai",2,Average
King's,Moti Nagar,Ice Cream,1,Average
Kumar Hotel,Moti Nagar,"North Indian, Mughlai",2,Average
Kumar Pastry Shop,Moti Nagar,"Bakery, Fast Food",1,Average
Midnight Adda,Moti Nagar,North Indian,2,Average
Mughlaai Daawat,Moti Nagar,"North Indian, Mughlai, Fast Food",2,Average
Pindiwala,Moti Nagar,Mughlai,2,Average
Pipes & Hipes,Moti Nagar,"North Indian, Chinese, Fast Food",2,Average
Sai Rasoi,Moti Nagar,"Chinese, North Indian",2,Average
Snaxpress Tastes & Cakes,Moti Nagar,"Bakery, Desserts",1,Average
Veggie Adda,Moti Nagar,"North Indian, Fast Food",1,Average
C L Corner,Moti Nagar,Street Food,1,Good
Chin 10,Moti Nagar,"North Indian, Chinese",2,Good
Kati Roll Cottage,Moti Nagar,Fast Food,1,Good
Kings Kulfi,Moti Nagar,Ice Cream,1,Good
Paramjeet Machi Wala,Moti Nagar,"Seafood, North Indian",2,Good
Rajan Corner,Moti Nagar,South Indian,1,Good
Amit Dhaba,Moti Nagar,Fast Food,1,Not rated
Apni Rasoi,Moti Nagar,North Indian,2,Not rated
Chap Corner,Moti Nagar,Street Food,1,Not rated
Chinese Corner,Moti Nagar,"Fast Food, Chinese",1,Not rated
Evergreen Punjabi Swad,Moti Nagar,North Indian,1,Not rated
Giani,Moti Nagar,"Ice Cream, Desserts",1,Not rated
Hot & Hot Shudhir Chinese Point,Moti Nagar,"Chinese, Fast Food",1,Not rated
Hungerz Hub,Moti Nagar,"Burger, Pizza, Fast Food",1,Not rated
Magic Mo:Mo Corner,Moti Nagar,"Chinese, Fast Food",1,Not rated
Malhotra's Zayeeka,Moti Nagar,"North Indian, Chinese",2,Not rated
Moji Dhaba,Moti Nagar,North Indian,1,Not rated
Naughty 9 Kitchen & Bar,Moti Nagar,"North Indian, Chinese",2,Not rated
Street Chaat Chatoron Ka Adda,Moti Nagar,Street Food,1,Not rated
Syall Kotian Da Dhaba,Moti Nagar,North Indian,2,Not rated
Taaj Kitchen,Moti Nagar,"Asian, North Indian, Mughlai",2,Not rated
Tirath Sweets,Moti Nagar,Mithai,1,Not rated
Tummyy Tull,Moti Nagar,Fast Food,1,Not rated
34 Parkstreet Lane,Mukherjee Nagar,Fast Food,1,Average
Bhikaram Bhujawala,Mukherjee Nagar,Mithai,1,Average
Chawla The Pastry Palace,Mukherjee Nagar,Bakery,1,Average
Food Box,Mukherjee Nagar,Fast Food,1,Average
Foody Box,Mukherjee Nagar,"North Indian, Chinese",1,Average
Giani,Mukherjee Nagar,"Ice Cream, Desserts",1,Average
Green Chick Chop,Mukherjee Nagar,"Raw Meats, North Indian, Fast Food",1,Average
Heaven's Shawarma,Mukherjee Nagar,Lebanese,1,Average
Hyderabad Spl. Chicken Biryani Point,Mukherjee Nagar,Mughlai,1,Average
Keshar,Mukherjee Nagar,"North Indian, South Indian, Chinese",1,Average
Madras Cafe,Mukherjee Nagar,"South Indian, Chinese",1,Average
Milan Chole Bhature,Mukherjee Nagar,Street Food,1,Average
New Laxmi Sweets,Mukherjee Nagar,"South Indian, Chinese, Fast Food, Mithai",1,Average
Pasta Hub,Mukherjee Nagar,Fast Food,1,Average
Patna Roll Center,Mukherjee Nagar,Fast Food,1,Average
Refuel,Mukherjee Nagar,Beverages,1,Average
Saara Veg,Mukherjee Nagar,"North Indian, Chinese",1,Average
SGF - Spice Grill Flame,Mukherjee Nagar,"North Indian, Chinese",2,Average
Shivam Corner,Mukherjee Nagar,North Indian,1,Average
Swad Mubarak,Mukherjee Nagar,North Indian,1,Average
The Little Fork,Mukherjee Nagar,"Chinese, North Indian",2,Average
The Metro Fast Food,Mukherjee Nagar,Chinese,1,Average
Tibet Kujing,Mukherjee Nagar,"Chinese, Tibetan",1,Average
Yummy Adda,Mukherjee Nagar,"North Indian, Mughlai",1,Good
Bawarchi's Canteen,Mukherjee Nagar,North Indian,1,Not rated
Bikaner Restaurant,Mukherjee Nagar,North Indian,1,Not rated
Bikaner Sweets Chaat cafe,Mukherjee Nagar,"Mithai, Street Food",1,Not rated
Brijwasi,Mukherjee Nagar,"North Indian, Chinese, South Indian",1,Not rated
Chaap Chaska,Mukherjee Nagar,"North Indian, Mughlai",1,Not rated
Delhi Chaap Express,Mukherjee Nagar,North Indian,1,Not rated
Delhi Chaat Bhandar,Mukherjee Nagar,Street Food,1,Not rated
Delhite PÌ¢tisserie,Mukherjee Nagar,Bakery,1,Not rated
Desi Dhaba,Mukherjee Nagar,North Indian,1,Not rated
Desi Thaat Amritsari Naan,Mukherjee Nagar,North Indian,1,Not rated
Dhaba Express,Mukherjee Nagar,North Indian,1,Not rated
Flavours Kitchen,Mukherjee Nagar,"North Indian, Mughlai, Chinese",2,Not rated
Food Campus,Mukherjee Nagar,North Indian,1,Not rated
Fresh Fast Food,Mukherjee Nagar,North Indian,1,Not rated
Gungun Tiffin Services,Mukherjee Nagar,North Indian,1,Not rated
Happy Italiano,Mukherjee Nagar,Fast Food,1,Not rated
Haryana Bhojnalaya,Mukherjee Nagar,North Indian,1,Not rated
Hasty Tasty,Mukherjee Nagar,Chinese,1,Not rated
Inam Muradabadi,Mukherjee Nagar,Mughlai,1,Not rated
Just In,Mukherjee Nagar,North Indian,1,Not rated
Jyoti Dhaba,Mukherjee Nagar,North Indian,1,Not rated
Lasha Chinese Food,Mukherjee Nagar,Chinese,1,Not rated
Lasha Chinese Food,Mukherjee Nagar,Chinese,1,Not rated
Lily Tasty Fast Food,Mukherjee Nagar,"North Eastern, North Indian, Chinese",1,Not rated
Maa Vaishno Dinesh Dhaba,Mukherjee Nagar,North Indian,1,Not rated
Madras Cafe,Mukherjee Nagar,"South Indian, Chinese",1,Not rated
NIK's Chicken Corner,Mukherjee Nagar,North Indian,1,Not rated
Om Shanti Foods,Mukherjee Nagar,North Indian,1,Not rated
Panj Tara,Mukherjee Nagar,North Indian,2,Not rated
Pasta Pizza & Roll Hut,Mukherjee Nagar,"Italian, Fast Food",1,Not rated
Pheva Tandooris,Mukherjee Nagar,"North Indian, Chinese",1,Not rated
Punjabi Delight,Mukherjee Nagar,North Indian,1,Not rated
Punjabi Parantha Station and Punjabi Thali,Mukherjee Nagar,North Indian,1,Not rated
Punjabi Paratha Station,Mukherjee Nagar,North Indian,1,Not rated
Raja Rasoi,Mukherjee Nagar,North Indian,1,Not rated
Rollacious,Mukherjee Nagar,Fast Food,1,Not rated
Singh Chicken,Mukherjee Nagar,North Indian,2,Not rated
Special Tea Point,Mukherjee Nagar,"Street Food, North Indian",1,Not rated
Spl. Flavour Sodas & Fruit shakes,Mukherjee Nagar,Juices,1,Not rated
Student Corner,Mukherjee Nagar,Fast Food,1,Not rated
Taneja Corner,Mukherjee Nagar,North Indian,1,Not rated
Taste Zone,Mukherjee Nagar,North Indian,1,Not rated
Tea Point,Mukherjee Nagar,"Beverages, Fast Food",1,Not rated
West Bangal Kolkata Hot Kathi Rolls,Mukherjee Nagar,Fast Food,1,Not rated
Asli Alam Muradabadi Biryani Centre,Munirka,Biryani,1,Average
Cafe Rasoi,Munirka,North Indian,1,Average
Chinese Food,Munirka,"Fast Food, Street Food, Chinese",1,Average
Green Chick Chop,Munirka,"Raw Meats, North Indian, Fast Food",1,Average
Hasty Tasty,Munirka,"Chinese, Fast Food",1,Average
Hunter's Kitchen,Munirka,"North Eastern, North Indian",3,Average
Manahang Restaurant,Munirka,"Chinese, North Indian",2,Average
Mezbaan Restaurant,Munirka,"North Indian, Mughlai, Chinese",2,Average
Moon Light Sweets,Munirka,"Mithai, Street Food",1,Average
North East Castle,Munirka,Cafe,2,Average
Pizza Point,Munirka,"Fast Food, Pizza",1,Average
Roll Point,Munirka,Fast Food,1,Average
Sanjha Tandoor,Munirka,"North Indian, Mughlai",2,Average
Sayyam,Munirka,Chinese,1,Average
Shiv Bhojnalaya,Munirka,"South Indian, North Indian, Fast Food",1,Average
Subway,Munirka,"American, Fast Food, Salad, Healthy Food",2,Average
Take Away,Munirka,Chinese,1,Average
Vedanta's,Munirka,"North Indian, Chinese",2,Average
Asian Chopstick,Munirka,"Chinese, Thai",1,Good
Chinese Delights,Munirka,"Chinese, North Indian",1,Good
Dezertfox,Munirka,"Bakery, Desserts",2,Good
Aggarwal Sweets,Munirka,"Mithai, Street Food",1,Not rated
Aggarwal Sweets,Munirka,"Mithai, Street Food",1,Not rated
Al Meraj Chicken Shop,Munirka,"Awadhi, Mughlai",1,Not rated
Chinese Food Corner,Munirka,"Chinese, North Indian",1,Not rated
Creative Food House,Munirka,"Continental, Chinese, North Indian",1,Not rated
D.A.A.,Munirka,Chinese,1,Not rated
Dee Cake Shop,Munirka,Bakery,1,Not rated
Jaca Restaurant,Munirka,"North Indian, Chinese",1,Not rated
King Of Roll,Munirka,Fast Food,1,Not rated
Kirti Food Plaza,Munirka,North Indian,1,Not rated
KT's Shik-Shack,Munirka,Street Food,1,Not rated
Namaste Restaurant,Munirka,Chinese,1,Not rated
Nishaj Chicken Corner,Munirka,North Indian,1,Not rated
Royal Bakery,Munirka,"Bakery, Desserts",1,Not rated
S.R. Bakers,Munirka,Bakery,1,Not rated
Shahi Muradabadi,Munirka,Mughlai,1,Not rated
Shree Vinayaga Restaurant,Munirka,South Indian,1,Not rated
The Cake Basket,Munirka,Bakery,1,Not rated
The Pure Kitchen,Munirka,"Chinese, Continental, North Indian",1,Not rated
The Yolmo Kitchen,Munirka,Chinese,2,Not rated
Zawlbuk,Munirka,Tibetan,1,Not rated
Anupam Restaurant,Munirka,"North Indian, Chinese",2,Poor
Bobby Di Punjabi Rasoi,Najafgarh,North Indian,1,Average
Aditya Da Vaishno Dhaba,Najafgarh,North Indian,1,Not rated
Aggarwal Bikaner Sweets,Najafgarh,Mithai,1,Not rated
Aggarwal Sweet Centre,Najafgarh,Mithai,1,Not rated
Anjel China & Tibetian Food,Najafgarh,"Tibetan, Chinese",1,Not rated
Annpurna Rasoi,Najafgarh,"North Indian, Fast Food",1,Not rated
Apni Rasoi,Najafgarh,"Mughlai, North Indian",1,Not rated
Bajrang Misthan Bhawan,Najafgarh,Mithai,1,Not rated
Bake Town,Najafgarh,"Bakery, Chinese",1,Not rated
Bikaner Sweets & Restaurant,Najafgarh,"Mithai, South Indian, Street Food",1,Not rated
Brown Town Bakers,Najafgarh,"Desserts, Fast Food",1,Not rated
Captain Food Factory,Najafgarh,Chinese,2,Not rated
Cheffron Bakery,Najafgarh,Bakery,1,Not rated
Chicken Darwar,Najafgarh,"Fast Food, Mughlai",1,Not rated
Chili's Treat,Najafgarh,"North Indian, Chinese",1,Not rated
Chilli Tadka,Najafgarh,"Chinese, Fast Food",1,Not rated
Chinese Food Point,Najafgarh,Chinese,1,Not rated
Chinese Temptation,Najafgarh,"Chinese, Fast Food",1,Not rated
Dana Pani,Najafgarh,North Indian,1,Not rated
Dev Sweets & Restaurant,Najafgarh,"North Indian, Chinese, South Indian",1,Not rated
Dilli Darbar Chicken Point,Najafgarh,Mughlai,1,Not rated
Food Point and Sweets Corner,Najafgarh,"South Indian, Fast Food, North Indian, Chinese",1,Not rated
Green Chick Chop,Najafgarh,"Raw Meats, North Indian, Fast Food",1,Not rated
Grover Burfee & Cakes,Najafgarh,"Bakery, Chinese",1,Not rated
Hans's Planet-F,Najafgarh,"Chinese, Fast Food, North Indian",1,Not rated
Hotel Delhi 43,Najafgarh,North Indian,2,Not rated
Kanhaiya Fast Food,Najafgarh,"Chinese, Fast Food",1,Not rated
Karol Bagh Ke Chhole Bhature,Najafgarh,North Indian,1,Not rated
King's Food,Najafgarh,Chinese,1,Not rated
Lamba Sweets Corner,Najafgarh,"Mithai, Street Food",1,Not rated
Laxmi Food Corner,Najafgarh,"Fast Food, North Indian",1,Not rated
Lounge Bakery,Najafgarh,Bakery,1,Not rated
Mehtaab Sweet Corner & Restaurant,Najafgarh,"North Indian, Chinese, Street Food",1,Not rated
Melting Food Point,Najafgarh,Chinese,1,Not rated
Mithla Dhabha,Najafgarh,North Indian,1,Not rated
Mittal Caterer,Najafgarh,"Street Food, South Indian, Mithai",1,Not rated
